overall,potential,age,height_cm,weight_kg,nationality_name,club_name,value_eur,wage_eur,preferred_foot,player_positions,short_name
72,72,31,173,68,Peru,Cruz Azul,1900000.0,39000.0,Left,"CM, CDM, LM",Y. Yotún
72,72,33,188,82,Argentina,Vélez Sarsfield,1400000.0,11000.0,Left,"CM, CAM",R. Álvarez
72,72,31,173,66,Mexico,Cruz Azul,1900000.0,39000.0,Right,"CM, CDM",R. Baca
72,72,26,180,69,Spain,RCD Espanyol de Barcelona,2600000.0,14000.0,Right,"LM, RM",Vadillo
72,72,31,179,80,Brazil,FC Tokyo,2000000.0,10000.0,Right,"ST, RW",Diego Oliveira
72,72,33,170,63,Spain,SD Huesca,1500000.0,10000.0,Right,"RM, LM, CM",David Ferreiro
72,72,32,189,80,Brazil,Al Faisaly,1500000.0,11000.0,Left,CB,Igor Rossi
72,72,31,180,80,Czech Republic,FC Viktoria Plzeň,1900000.0,900.0,Right,"LW, RW",J. Kopic
72,72,28,174,74,Georgia,Ulsan Hyundai FC,2400000.0,9000.0,Right,"LM, CAM",Vako
72,72,28,190,85,Czech Republic,SK Slavia Praha,2400000.0,850.0,Right,ST,M. Krmenčík
72,72,28,175,78,Spain,Unión Deportiva Las Palmas,2100000.0,7000.0,Right,"RB, RM",Álvaro Lemos
72,72,28,170,69,England,Colorado Rapids,2100000.0,6000.0,Right,"CDM, CM",J. Price
72,72,29,188,83,Brazil,Al Tai,2300000.0,16000.0,Right,CM,Dener
72,72,29,165,65,Ghana,Al Raed,2300000.0,17000.0,Left,"LW, RW",C. Atsu
72,72,28,175,66,Uruguay,Real Oviedo,2300000.0,23000.0,Right,"CM, CDM",G. Brugman
72,74,28,188,82,Netherlands,Trabzonspor,2400000.0,21000.0,Left,"CB, LB",S. Denswil
72,74,26,180,74,Italy,U.C. Sampdoria,2700000.0,13000.0,Left,LB,N. Murru
72,72,29,189,82,Sweden,RSC Anderlecht,2300000.0,18000.0,Right,ST,I. Kiese Thelin
72,73,26,179,74,England,Newcastle United,2800000.0,27000.0,Right,"RM, RWB",J. Murphy
72,72,32,180,72,Brazil,Orlando City Soccer Club,1600000.0,6000.0,Right,"CDM, CM",Júnior Urso
72,72,30,181,78,Spain,Elche CF,1900000.0,13000.0,Left,"CB, LB",Bigas
72,75,25,176,70,Tunisia,SpVgg Greuther Fürth,3100000.0,17000.0,Left,"CAM, CM",J. Dudziak
72,72,30,174,71,France,ESTAC Troyes,2200000.0,14000.0,Left,"CM, CAM",T. Dingomé
72,72,27,180,77,Côte d'Ivoire,Ferencvárosi TC,2500000.0,900.0,Right,ST,F. Boli
72,72,28,195,89,Germany,Karlsruher SC,2400000.0,13000.0,Left,ST,P. Hofmann
72,72,31,193,84,United States,FC Dallas,1600000.0,6000.0,Right,CB,M. Hedges
72,72,28,179,75,Poland,Nagoya Grampus,2400000.0,6000.0,Right,ST,J. Świerczok
72,72,34,183,83,Brazil,Kashiwa Reysol,1100000.0,9000.0,Right,"RM, LM, ST",Cristiano
72,72,28,177,75,Venezuela,Málaga CF,2100000.0,7000.0,Right,RB,A. González
72,72,29,185,81,Germany,SV Werder Bremen,2000000.0,9000.0,Left,"CB, LB",A. Jung
72,72,28,189,88,Australia,Celtic,2400000.0,36000.0,Left,CAM,T. Rogić
72,72,27,173,72,Spain,Real Sporting de Gijón,2500000.0,8000.0,Right,"LM, ST, RM",Aitor García
72,73,26,175,79,Mexico,CF Monterrey,2700000.0,31000.0,Left,"CM, CAM",A. González
72,72,26,190,86,Switzerland,Royal Antwerp FC,2600000.0,17000.0,Right,ST,M. Frey
72,74,27,181,74,Greece,Panathinaikos FC,2500000.0,600.0,Right,"CDM, CB, CM",D. Kourbelis
72,72,31,183,67,Cameroon,Newcastle Jets,1900000.0,3000.0,Left,"RW, LW",O. Boumal
72,72,28,182,74,Germany,Sport-Club Freiburg,2100000.0,18000.0,Right,"RB, RWB",L. Kübler
72,72,28,194,90,Netherlands,Bologna,2100000.0,21000.0,Left,LB,M. Dijks
72,72,29,188,77,Sweden,Çaykur Rizespor,2000000.0,11000.0,Right,CB,S. Holmén
72,72,28,186,84,Germany,Holstein Kiel,2300000.0,18000.0,Right,CM,A. Mühling
72,76,24,180,67,Belgium,Oud-Heverlee Leuven,3400000.0,11000.0,Right,"CF, CAM, ST",S. Schrijvers
72,74,28,188,73,Netherlands,AZ Alkmaar,2400000.0,8000.0,Right,CB,T. Letschert
72,72,31,178,74,Spain,Granada CF,1700000.0,15000.0,Right,"LB, RB",Quini
72,74,28,194,90,Austria,SK Rapid Wien,2000000.0,16000.0,Right,GK,R. Strebinger
72,74,26,173,71,Germany,Nashville SC,2900000.0,7000.0,Right,"CAM, CF",H. Mukhtar
72,75,26,174,70,Austria,PAOK,3100000.0,1000.0,Left,"CAM, CM, RM",T. Murg
72,73,26,188,70,Senegal,Bologna,2500000.0,20000.0,Right,"RB, LB",I. Mbaye
72,72,28,177,69,Portugal,Feyenoord,2400000.0,9000.0,Right,"CAM, CM, LW",João Teixeira
72,73,26,185,72,Sweden,Fortuna Düsseldorf,2800000.0,18000.0,Right,LM,K. Peterson
72,73,27,188,84,France,Genoa,2400000.0,12000.0,Right,"CDM, CM",A. Touré
72,72,28,183,83,Brazil,Kawasaki Frontale,2100000.0,9000.0,Left,"CDM, CM",João Schmidt
72,75,27,175,68,Belgium,Royal Antwerp FC,2700000.0,14000.0,Right,"CDM, CM",B. Verstraete
72,72,33,180,69,Spain,Cádiz CF,1200000.0,19000.0,Right,"CDM, CM",José Mari
72,73,26,176,75,England,Sheffield United,2500000.0,19000.0,Left,"LWB, CM",B. Osborn
72,75,27,188,76,Republic of Ireland,Blackburn Rovers,2700000.0,27000.0,Right,CB,D. Lenihan
72,72,31,178,69,Peru,Benevento,2000000.0,14000.0,Left,ST,G. Lapadula
72,73,26,184,80,Italy,Fiorentina,2700000.0,33000.0,Right,"CM, CF",M. Benassi
72,72,27,168,67,Denmark,Lazio,2300000.0,32000.0,Left,"LB, LWB, LM",R. Durmisi
72,73,27,188,83,Brazil,Santa Clara,2700000.0,11000.0,Right,ST,Luiz Phellype
72,72,29,176,71,Spain,FC Cartagena,2300000.0,10000.0,Left,"RM, ST, LM",Álex Gallar
72,72,32,190,86,Russia,,,,Right,CB,A. Semenov
72,72,29,174,72,Poland,Piast Gliwice,2300000.0,8000.0,Left,RM,D. Kądzior
72,73,26,183,66,United States,Çaykur Rizespor,2800000.0,31000.0,Right,"RW, LW",T. Boyd
72,72,31,187,86,Germany,1. FC Köln,1600000.0,18000.0,Left,"CB, LB",R. Czichos
72,72,29,178,81,Germany,1. FC Union Berlin,2300000.0,22000.0,Right,"LM, ST",A. Voglsammer
72,72,30,188,82,Slovenia,Chicago Fire Football Club,2300000.0,7000.0,Right,ST,R. Berić
72,72,28,173,71,Angola,Birmingham City,2400000.0,18000.0,Right,"LM, RM, LWB",J. Bela
72,74,26,184,80,Denmark,AC Sparta Praha,2700000.0,750.0,Left,LB,C. Højer
72,79,24,175,74,England,Nottingham Forest,4500000.0,16000.0,Left,"LB, LWB",M. Lowe
72,72,34,191,86,North Macedonia,Göztepe SK,1100000.0,12000.0,Right,ST,A. Jahović
72,73,26,171,64,Denmark,FC Midtjylland,2800000.0,21000.0,Right,"LW, LM",P. Sisto
72,73,26,178,74,Belgium,KV Mechelen,2800000.0,11000.0,Right,"LM, RM",N. Storm
72,72,33,174,74,Romania,Universitatea Craiova,1400000.0,12000.0,Right,"CM, CDM, CAM",D. Nistor
72,72,26,175,66,Portugal,SC Braga,2600000.0,11000.0,Left,RM,Iuri Medeiros
72,73,26,186,76,Germany,Hamburger SV,2500000.0,10000.0,Right,"CDM, CM",J. Meffert
72,72,31,186,84,Luxembourg,New York City FC,1600000.0,6000.0,Right,CB,M. Chanot
72,72,29,188,87,Venezuela,Puebla FC,2300000.0,8000.0,Right,ST,F. Aristeguieta
72,72,29,188,81,Korea Republic,Seongnam FC,2000000.0,5000.0,Left,"CB, CDM",Kwon Kyung Won
72,72,28,175,70,Uruguay,Fútbol Club Juárez,2400000.0,10000.0,Right,"ST, LM, CAM",D. Rolán
72,73,25,184,79,Germany,1. FC Union Berlin,2800000.0,20000.0,Right,"RM, RW, CM",L. Öztunalı
72,72,27,170,64,Libya,New York City FC,2500000.0,7000.0,Left,"RW, RM",I. Tajouri-Shradi
72,72,29,175,73,Canada,Toronto FC,2300000.0,7000.0,Right,"CM, CDM, LM",J. Osorio
72,73,27,180,79,Denmark,Aarhus GF,2400000.0,11000.0,Right,CDM,N. Poulsen
72,74,26,187,83,Germany,Karlsruher SC,2200000.0,9000.0,Left,GK,M. Gersbeck
72,72,27,183,77,Argentina,Arsenal de Sarandí,2500000.0,9000.0,Left,"CAM, CF, ST",A. Ruiz
72,77,26,183,72,Northern Ireland,Middlesbrough,3100000.0,19000.0,Right,"CB, CDM, CM",P. McNair
72,72,28,170,80,Mexico,Club Atlas,2300000.0,11000.0,Right,"CM, CDM",A. Rocha
72,74,27,190,85,Russia,Spartak Moskva,2100000.0,26000.0,Right,GK,A. Selikhov
72,72,31,180,70,Portugal,FC Arouca,1900000.0,6000.0,Right,RM,Arsénio
72,73,27,180,74,Sweden,IFK Norrköping,2700000.0,6000.0,Right,CM,A. Fransson
72,74,26,188,86,Denmark,Brøndby IF,2900000.0,13000.0,Right,ST,M. Uhre
72,72,34,179,75,Chile,Club Deportivo Palestino,750000.0,4000.0,Right,"CB, LB, RB",C. Suárez
72,73,27,186,73,Denmark,Urawa Red Diamonds,2700000.0,11000.0,Left,ST,K. Junker
72,74,26,182,72,Italy,Genoa,2600000.0,12000.0,Right,"CB, RB, RM",D. Biraschi
72,72,29,172,67,Colombia,Atlético Nacional,2300000.0,2000.0,Right,"RM, RB",Y. Candelo
72,72,34,182,75,Colombia,Club Libertad,750000.0,850.0,Right,"CB, RB, CDM",D. Bocanegra
72,75,27,171,64,Chile,Deportivo Toluca,2700000.0,14000.0,Right,"CDM, CM, CB",C. Baeza
72,72,31,178,70,Colombia,Junior FC,1900000.0,3000.0,Left,"LM, RM",F. Hinestroza
72,72,36,175,79,Colombia,Junior FC,525000.0,2000.0,Right,RB,M. Piedrahita
72,73,26,180,75,Argentina,Argentinos Juniors,2500000.0,10000.0,Left,"LB, CB",L. Villalba
72,72,29,171,65,Argentina,Panathinaikos FC,2300000.0,700.0,Right,"CAM, RW, LW",L. Villafañez
72,72,34,190,88,Argentina,Patronato,400000.0,9000.0,Right,GK,M. Ibáñez
72,72,29,180,75,Argentina,Unión de Santa Fe,2000000.0,11000.0,Right,"CB, LB, RB",E. Brítez
72,72,31,176,79,Uruguay,Gimnasia y Esgrima La Plata,1900000.0,13000.0,Left,"CAM, RM, LM",B. Alemán
72,72,34,186,79,Argentina,Club Atlético Lanús,750000.0,12000.0,Left,CB,D. Braghieri
72,72,33,186,75,Argentina,Damac FC,1500000.0,17000.0,Right,ST,E. Zelaya
72,72,35,179,75,Argentina,Newell's Old Boys,950000.0,9000.0,Right,"CM, CDM",P. Pérez
72,72,34,184,86,Argentina,Argentinos Juniors,800000.0,10000.0,Right,"CDM, CM",E. Kalinski
72,72,30,182,81,Argentina,Club Atlético Aldosivi,2000000.0,900.0,Left,"LB, LWB, LM",E. Insúa
72,72,34,192,86,Argentina,San Lorenzo de Almagro,750000.0,10000.0,Right,CB,A. Donatti
72,72,30,183,80,Argentina,Vélez Sarsfield,2000000.0,10000.0,Right,"RB, RM",L. Jara
72,73,27,175,70,England,Middlesbrough,2500000.0,19000.0,Right,RB,D. Fisher
72,75,25,193,84,United States,Deportivo Alavés,2800000.0,51000.0,Right,CB,M. Miazga
72,73,28,186,81,Spain,CA Osasuna,2200000.0,18000.0,Left,CB,Unai García
72,72,27,180,75,Switzerland,DSC Arminia Bielefeld,2300000.0,16000.0,Right,"RB, CB",C. Brunner
72,72,30,178,70,Portugal,Boavista FC,2000000.0,10000.0,Left,LB,Filipe Ferreira
72,77,25,182,80,Brazil,Shakhtar Donetsk,3100000.0,650.0,Right,CB,Marlon
72,75,25,187,90,Sweden,Al Hazem,3100000.0,16000.0,Left,ST,C. Strandberg
72,72,34,182,80,Argentina,Club Atlético Peñarol,800000.0,850.0,Right,CDM,D. Musto
72,72,35,182,75,France,AJ Auxerre,950000.0,5000.0,Right,"LM, CAM, ST",R. Dugimont
72,72,27,172,68,Austria,PSV,2300000.0,12000.0,Right,"RB, LB",P. Mwene
72,76,25,196,77,England,Norwich City,2600000.0,17000.0,Right,GK,A. Gunn
72,74,26,180,72,Belgium,Royal Antwerp FC,2900000.0,15000.0,Right,"CM, CAM, CF",P. Gerkens
72,72,30,180,73,Croatia,Damac FC,2200000.0,16000.0,Right,"CM, CDM, CAM",D. Antolić
72,73,26,170,70,Brazil,Changchun Yatai FC,2800000.0,9000.0,Right,"ST, RM, LM",Erik
72,72,30,170,65,Namibia,Orlando Pirates,2300000.0,850.0,Left,"LW, ST, RW",D. Hotto
72,72,27,173,63,Portugal,Yukatel Kayserispor,2500000.0,12000.0,Right,"RW, LW",Carlos Mané
72,73,27,176,74,Mexico,Club Atlas,2500000.0,10000.0,Right,RB,J. Abella
72,72,27,188,85,Denmark,F.C. København,2500000.0,15000.0,Right,CM,L. Lerager
72,75,25,175,71,Spain,Getafe CF,3100000.0,10000.0,Right,ST,Sandro
72,74,28,185,79,Argentina,Unión La Calera,2000000.0,2000.0,Right,GK,A. Martín Arias
72,75,26,188,76,England,Reading,2800000.0,19000.0,Right,"CDM, CM",J. Laurent
72,73,26,178,78,Colombia,Los Angeles FC,2800000.0,7000.0,Right,"ST, CAM",C. Arango
72,75,25,175,73,Republic of Ireland,APOEL Nicosia FC,3100000.0,1000.0,Right,"RW, CAM, RM",J. Byrne
72,72,32,189,86,Argentina,Damac FC,1500000.0,14000.0,Right,"CB, CDM",S. Vittor
72,72,28,171,75,Colombia,Club Brugge KV,2400000.0,18000.0,Right,"LM, LW",J. Izquierdo
72,73,27,183,77,Spain,Real Betis Balompié,2700000.0,16000.0,Right,"CM, CAM, RM",Camarasa
72,77,26,189,82,Spain,SD Eibar,2700000.0,7000.0,Left,GK,Cantero
72,74,27,195,81,Benin,Clermont Foot 63,2500000.0,13000.0,Right,CB,C. Hountondji
72,72,30,190,84,Argentina,Cádiz CF,1900000.0,19000.0,Right,CB,Marcos Mauro
72,74,26,191,88,Portugal,Vitória de Guimarães,2200000.0,6000.0,Right,GK,Bruno Varela
72,76,25,189,88,France,KSV Cercle Brugge,2600000.0,7000.0,Left,GK,T. Didillon
72,73,26,180,69,Italy,Venezia FC,2800000.0,15000.0,Left,"CAM, ST, RW",M. Aramu
72,75,25,193,77,Italy,APOEL Nicosia FC,2400000.0,650.0,Right,GK,S. Scuffet
72,77,24,177,76,Italy,Parma,3600000.0,21000.0,Right,"ST, LW",G. Tutino
72,73,27,170,66,Ecuador,Independiente del Valle,2700000.0,850.0,Right,CAM,J. Sornoza
72,72,27,188,81,Croatia,Malmö FF,2500000.0,1000.0,Right,ST,A. Čolak
72,75,26,180,76,Colombia,Real Zaragoza,3100000.0,9000.0,Right,"ST, LM",J. Narváez
72,75,25,184,83,Morocco,Gazişehir Gaziantep F.K.,3100000.0,11000.0,Right,"CM, CAM, CDM",A. El Messaoudi
72,74,26,188,75,Netherlands,Heracles Almelo,2900000.0,7000.0,Right,CAM,R. Vloet
72,72,28,173,71,Argentina,Vélez Sarsfield,2100000.0,11000.0,Right,"CDM, CM",G. Poblete
72,77,25,178,62,England,AFC Bournemouth,3200000.0,21000.0,Right,"RB, RWB",J. Stacey
72,72,28,173,61,Saudi Arabia,Al Hilal,2100000.0,25000.0,Right,RB,M. Al Buraik
72,72,30,185,82,United States,FC Dallas,2000000.0,6000.0,Right,"LB, RB, CB",R. Hollingshead
72,78,24,176,70,Spain,CD Tenerife,3700000.0,7000.0,Right,"LM, ST",N. Leiva
72,76,24,185,83,England,West Bromwich Albion,3000000.0,29000.0,Left,CB,M. Clarke
72,74,26,184,84,France,Antalyaspor,2900000.0,27000.0,Right,"ST, LW",E. Crivelli
72,73,27,185,75,Germany,Fortuna Düsseldorf,2400000.0,16000.0,Right,"CDM, CM",M. Sobottka
72,72,26,175,71,Germany,VfB Stuttgart,2600000.0,19000.0,Right,"LM, RM, CAM",E. Thommy
72,75,26,173,71,Ecuador,FC Augsburg,2800000.0,16000.0,Right,"CDM, CM",C. Gruezo
72,74,27,182,78,Scotland,Swansea City,2500000.0,19000.0,Right,"CDM, CM",J. Fulton
72,76,24,178,75,Scotland,Inter Miami CF,3400000.0,6000.0,Right,"RM, RW",L. Morgan
72,74,26,185,78,Korea Republic,Pohang Steelers,2200000.0,5000.0,Right,GK,Kang Hyeon Mu
72,74,26,176,71,Austria,LASK Linz,2900000.0,19000.0,Left,"CM, CF",P. Michorl
72,73,27,176,72,Argentina,Club Atlético Lanús,2500000.0,12000.0,Right,"RB, RWB, RM",L. Di Plácido
72,72,31,173,70,China PR,Shanghai Shenhua FC,1900000.0,12000.0,Right,"LM, LW",Cao Yunding
72,75,25,187,86,France,FC Cartagena,2400000.0,5000.0,Left,GK,J. Prior
72,75,26,180,65,Ghana,Yukatel Kayserispor,3100000.0,11000.0,Right,"CAM, CM",B. Mensah
72,78,24,184,75,Spain,Deportivo Alavés,3000000.0,10000.0,Right,GK,Sivera
72,72,28,193,92,Germany,1. FC Heidenheim 1846,2000000.0,17000.0,Right,CB,O. Hüsing
72,73,27,185,78,Germany,SC Paderborn 07,2000000.0,9000.0,Right,GK,L. Zingerle
72,72,30,189,85,Germany,SpVgg Greuther Fürth,2000000.0,16000.0,Right,CDM,S. Griesbeck
72,73,27,176,62,Korea Republic,Pohang Steelers,2500000.0,6000.0,Right,"LB, LW",Kang Sang Woo
72,77,23,175,69,England,Preston North End,3200000.0,19000.0,Right,"CDM, CM",R. Ledson
72,74,24,184,78,France,Lecce,2700000.0,3000.0,Right,"CDM, CM",A. Blin
72,72,30,173,72,Japan,Vissel Kobe,2000000.0,7000.0,Right,"CDM, CM",H. Yamaguchi
72,72,29,175,70,Turkey,İstanbul Başakşehir FK,2300000.0,26000.0,Right,"RM, RB, ST",Ö. Şahiner
72,77,24,182,78,Spain,1. FC Köln,3200000.0,15000.0,Right,CB,Jorge Meré
72,72,30,180,83,Paraguay,Club Libertad,1900000.0,850.0,Right,"CB, RB",J. Báez
72,75,24,170,69,Argentina,Club Atlético Huracán,3200000.0,9000.0,Right,"CM, RM",F. Cristaldo
72,72,28,171,68,Turkey,Kasimpaşa SK,2400000.0,12000.0,Left,"RM, LM",Y. Erdoğan
72,74,26,185,79,France,Nîmes Olympique,2600000.0,6000.0,Right,CB,A. Briançon
72,77,25,195,74,England,Queens Park Rangers,3100000.0,12000.0,Right,CB,R. Dickie
72,72,28,169,70,Argentina,Club Tijuana,2400000.0,18000.0,Right,"CF, ST, LM",C. Ortiz
72,72,26,185,71,Romania,FCSB (Steaua),2600000.0,14000.0,Right,"CF, CAM, ST",F. Tănase
72,72,32,170,73,Argentina,Godoy Cruz,1800000.0,9000.0,Right,"CM, CDM",N. Acevedo
72,72,32,182,77,France,Nîmes Olympique,1500000.0,6000.0,Left,CB,P. Martinez
72,73,27,183,75,Argentina,Clube Sport Marítimo,2400000.0,8000.0,Left,"CDM, CM",I. Rossi
72,76,25,190,89,Germany,1. FC Union Berlin,2900000.0,11000.0,Right,CB,T. Baumgartl
72,74,26,179,68,Germany,Hannover 96,2900000.0,20000.0,Left,"CAM, CM",S. Ernst
72,72,32,175,70,Spain,Club Bolívar,1600000.0,900.0,Left,"CDM, CM, CB",Granell
72,77,26,186,80,Germany,FC Luzern,3100000.0,11000.0,Right,"CDM, CB, CM",M. Schulz
72,77,25,183,75,England,West Bromwich Albion,3200000.0,26000.0,Right,"RWB, RB",D. Furlong
72,72,29,188,81,Montenegro,Incheon United FC,2300000.0,5000.0,Right,ST,S. Mugoša
72,76,24,175,66,Spain,Brentford,3400000.0,30000.0,Right,"LW, LWB, RWB",Sergi Canós
72,72,31,177,71,Argentina,Rosario Central,1700000.0,12000.0,Right,"RB, RM",D. Martínez
72,72,28,181,69,Austria,LASK Linz,2400000.0,22000.0,Right,"CF, RW",T. Goiginger
72,72,26,173,68,Mali,Stade de Reims,2600000.0,18000.0,Right,"LM, LW",M. Doumbia
72,76,24,191,77,Poland,New England Revolution,3400000.0,6000.0,Left,ST,A. Buksa
72,72,29,182,77,Italy,Empoli,2300000.0,35000.0,Right,"ST, LW",L. Mancuso
72,76,24,179,74,France,Amiens SC,3300000.0,5000.0,Right,"CM, LW, RW",A. Lusamba
72,80,23,194,78,Poland,Derby County,4900000.0,9000.0,Right,"CDM, CB",K. Bielik
72,76,24,182,84,Netherlands,F.C. København,3100000.0,12000.0,Right,RB,K. Diks
72,72,31,180,79,Brazil,İttifak Holding Konyaspor,1700000.0,12000.0,Left,"LB, LM, LWB",Guilherme Sityá
72,73,27,184,84,Senegal,Deportivo Alavés,2700000.0,18000.0,Right,"ST, RM, LM",M. Sylla
72,73,26,182,80,Germany,1. FC Heidenheim 1846,2500000.0,16000.0,Right,RB,M. Busch
72,76,26,188,70,France,Royal Antwerp FC,2500000.0,11000.0,Right,GK,J. Butez
72,73,27,178,70,Cameroon,Clube Sport Marítimo,2700000.0,9000.0,Left,"ST, LW",J. Tagueu
72,72,27,189,85,Brazil,Changchun Yatai FC,2500000.0,8000.0,Left,"RM, ST, CM",Serginho
72,72,28,176,83,Turkey,Demir Grup Sivasspor,2100000.0,13000.0,Right,"RB, RWB",A. Oğuz
72,78,23,173,67,Russia,PFC CSKA Moscow,3700000.0,25000.0,Right,"CM, CDM, CAM",I. Akhmetov
72,78,23,182,70,England,West Bromwich Albion,3700000.0,29000.0,Right,"ST, LW, LM",K. Grant
72,75,26,189,78,Nigeria,1. FC Köln,2800000.0,18000.0,Right,"RB, RWB",K. Ehizibue
72,76,25,173,72,Republic of Ireland,Swansea City,3000000.0,18000.0,Left,"LWB, LB",R. Manning
72,72,27,169,70,Argentina,Club Atlético Lanús,2500000.0,11000.0,Right,"RW, ST, RM",Á. González
72,72,29,187,74,Spain,CD Leganés,2300000.0,11000.0,Right,"ST, LM, RM",Sabin Merino
72,74,25,196,92,Mexico,Club Deportivo Guadalajara,2200000.0,22000.0,Right,GK,R. Gudiño
72,75,25,183,72,Algeria,Genoa,3100000.0,12000.0,Left,"LM, LB, LW",M. Fares
72,72,32,170,65,Argentina,Junior FC,1900000.0,3000.0,Right,"CAM, RM",F. Sambueza
72,75,25,181,75,Netherlands,Royale Union Saint-Gilloise,2900000.0,11000.0,Right,"RB, RM",B. Nieuwkoop
72,75,25,180,75,Mexico,Club América,3100000.0,15000.0,Left,"LM, LW, LWB",M. Lainez
72,72,29,187,86,Colombia,Atlético Nacional,2000000.0,2000.0,Right,"CDM, CM",B. Perlaza
72,72,30,185,80,Argentina,Club Atlético Independiente,1900000.0,10000.0,Right,"CB, RB",J. Laso
72,72,33,170,70,Argentina,Club Atlético Lanús,1500000.0,13000.0,Left,"LM, LWB",V. Malcorra
72,72,28,183,80,Argentina,Racing Club,2000000.0,13000.0,Right,"CB, CDM",M. Martínez
72,72,30,201,90,Netherlands,SC Heerenveen,2300000.0,8000.0,Right,ST,H. Veerman
72,72,30,185,83,Paraguay,Club Libertad,1900000.0,850.0,Right,CB,D. Viera
72,76,25,190,87,United States,BSC Young Boys,3300000.0,13000.0,Right,ST,J. Siebatcheu
72,75,25,178,74,Netherlands,FC Utrecht,3100000.0,13000.0,Right,"LW, CM, CAM",B. Ramselaar
72,75,25,175,70,Republic of Ireland,RSC Anderlecht,2800000.0,14000.0,Right,"CDM, CM",J. Cullen
72,73,26,178,75,Australia,Melbourne Victory,2800000.0,8000.0,Right,"RM, ST",C. Ikonomidis
72,72,32,184,89,Paraguay,Club Olimpia,1200000.0,750.0,Right,GK,A. Aguilar
72,74,27,185,82,France,FC Lorient,2500000.0,13000.0,Right,CB,J. Laporte
72,78,23,194,82,Denmark,Barnsley,3400000.0,24000.0,Right,CB,M. Andersen
72,80,24,182,81,Austria,FK Austria Wien,4500000.0,9000.0,Left,GK,P. Pentz
72,74,26,184,81,Germany,1. FC Union Berlin,2900000.0,21000.0,Right,"CM, CDM",G. Prömel
72,73,26,185,77,Philippines,VfL Bochum 1848,2800000.0,18000.0,Left,"LM, LW, RW",G. Holtmann
72,77,23,180,85,France,Montpellier Hérault SC,2800000.0,11000.0,Right,GK,D. Bertaud
72,73,27,186,80,Germany,FC St. Gallen 1879,2700000.0,9000.0,Right,"CM, RM, CAM",L. Görtler
72,78,24,190,83,Chile,Watford,3400000.0,27000.0,Right,CB,F. Sierralta
72,80,23,178,70,Namibia,Blackburn Rovers,5000000.0,24000.0,Right,RB,R. Nyambe
72,72,28,173,72,Spain,RC Celta de Vigo,2100000.0,16000.0,Right,"RB, RWB",Kevin
72,72,28,178,72,Japan,Vissel Kobe,2400000.0,9000.0,Right,ST,Y. Mutō
72,72,27,178,65,Russia,FC Lokomotiv Moscow,2300000.0,29000.0,Right,"RB, RM",D. Zhivoglyadov
72,76,24,173,68,Spain,Girona FC,3400000.0,8000.0,Right,"CAM, CM, RM",Aleix García
72,72,30,187,82,Russia,Jeonbuk Hyundai Motors,2300000.0,10000.0,Right,ST,S. Iljutcenko
72,72,31,177,74,France,Clermont Foot 63,1900000.0,14000.0,Left,CAM,J. Berthomier
72,79,24,192,73,Northern Ireland,Sheffield Wednesday,4000000.0,15000.0,Left,GK,B. Peacock-Farrell
72,76,24,183,76,Netherlands,FC Schalke 04,3100000.0,7000.0,Left,"LB, CM, LM",T. Ouwejan
72,72,27,174,75,Uruguay,Puebla FC,2500000.0,7000.0,Right,"RM, LM",C. Tabó
72,72,28,177,74,Morocco,Al Batin,2400000.0,13000.0,Right,"CAM, LW",Y. El Jebli
72,72,28,186,84,Romania,Crotone,2100000.0,10000.0,Right,"RWB, RB, RM",V. Mogoș
72,81,23,193,76,Wales,Tottenham Hotspur,4900000.0,40000.0,Right,CB,J. Rodon
72,72,31,172,66,Brazil,Antalyaspor,1900000.0,13000.0,Right,"LM, RM",Amilton
72,76,24,190,81,Netherlands,FC Twente,3400000.0,14000.0,Right,"CAM, CM",M. Vlap
72,77,26,196,85,Colombia,Club Deportes Tolima,2700000.0,1000.0,Right,GK,Á. Montero
72,74,27,196,87,France,Clermont Foot 63,2100000.0,10000.0,Right,GK,A. Desmas
72,72,30,184,78,Spain,Rayo Vallecano,2300000.0,10000.0,Left,ST,Sergi Guardiola
72,73,26,186,80,Turkey,Çaykur Rizespor,2100000.0,8000.0,Right,GK,G. Akkan
72,72,27,172,69,Colombia,Vancouver Whitecaps FC,2500000.0,7000.0,Right,"RM, LM, CF",C. Dájome
72,79,24,177,73,Colombia,Club América,4700000.0,27000.0,Right,"CAM, RM",N. Benedetti
72,77,23,193,91,Ghana,Yeni Malatyaspor,3600000.0,11000.0,Right,ST,B. Tetteh
72,75,24,181,84,France,FC Girondins de Bordeaux,3000000.0,14000.0,Right,RB,E. Kwateng
72,72,37,188,77,Brazil,Clube Atlético Mineiro,250000.0,11000.0,Right,GK,Sacramentinho
72,72,25,178,69,Brazil,Clube Atlético Mineiro,2400000.0,21000.0,Left,LB,Heitor Gesse
72,72,25,180,79,Brazil,Palmeiras,1900000.0,18000.0,Right,GK,Túlio Changas
72,72,29,178,78,Brazil,Grêmio,2100000.0,19000.0,Left,"LB, LM",Alam Araújo
72,72,29,181,82,Brazil,Fluminense,2000000.0,16000.0,Right,"CB, CDM",Fabiano Sonta
72,72,29,186,79,Brazil,São Paulo,2000000.0,24000.0,Right,"CB, CDM",Ailton Valpaços
72,72,29,170,68,Brazil,Flamengo,2100000.0,24000.0,Left,LB,Guto Milazar
